# SeismoWeb example 2 - uncorrected accelerogram with a linear instrument baseline drift
# station SYN-02, component NS,  raw (as recorded)
# time step: 0.01 s   units: g
time_s,acc_g
19.2400,-5.99306966e-02
19.2500,-6.54290059e-02
19.2600,-6.33478286e-02
19.2700,-5.82490686e-02
19.2800,-4.80087482e-02
19.2900,-2.72148270e-02
19.3000,-1.89493398e-03
19.3100,1.36040431e-02
19.3200,1.39633719e-02
19.3300,7.30295602e-03
19.3400,2.34132505e-03
19.3500,2.49262037e-03
19.3600,6.95675970e-03
19.3700,1.06832802e-02
19.3800,6.76667964e-03
19.3900,-1.33827015e-02
19.4000,-4.92082747e-02
19.4100,-7.72786496e-02
19.4200,-7.49137738e-02
19.4300,-5.45782733e-02
19.4400,-4.77214411e-02
19.4500,-6.44747727e-02
19.4600,-9.21658441e-02
19.4700,-1.16963194e-01
19.4800,-1.30177203e-01
19.4900,-1.28415826e-01
19.5000,-1.12459397e-01
19.5100,-8.74090915e-02
19.5200,-6.81918892e-02
19.5300,-6.19548963e-02
19.5400,-4.92808906e-02
19.5500,-1.77011177e-02
19.5600,7.69634735e-03
19.5700,1.30607084e-03
19.5800,-2.21664088e-02
19.5900,-3.20450257e-02
19.6000,-2.49505305e-02
19.6100,-2.01039358e-02
19.6200,-2.78486323e-02
19.6300,-3.91306620e-02
19.6400,-4.13361539e-02
19.6500,-3.94759663e-02
19.6600,-4.82788016e-02
19.6700,-6.43203530e-02
19.6800,-6.84734741e-02
19.6900,-5.14444711e-02
19.7000,-2.32447309e-02
19.7100,-1.06692034e-03
19.7200,1.14332699e-02
19.7300,2.37464542e-02
19.7400,3.38720784e-02
19.7500,2.56767634e-02
19.7600,-4.37616505e-03
19.7700,-3.52660453e-02
19.7800,-4.42849488e-02
19.7900,-3.43091850e-02
19.8000,-2.67130255e-02
19.8100,-2.92774473e-02
19.8200,-2.68257735e-02
19.8300,-1.03454911e-02
19.8400,5.57994928e-03
19.8500,9.65457960e-03
19.8600,1.38414066e-02
19.8700,2.91813250e-02
19.8800,4.36522555e-02
19.8900,3.75205288e-02
19.9000,7.98411072e-03
19.9100,-2.63246954e-02
19.9200,-4.17677974e-02
19.9300,-3.34280256e-02
19.9400,-2.18960402e-02
19.9500,-2.92727241e-02
19.9600,-5.07224280e-02
19.9700,-5.99742153e-02
19.9800,-4.18826265e-02
19.9900,-1.00323691e-02
20.0000,9.65237419e-03
20.0100,6.24172805e-03
20.0200,-6.58885186e-03
20.0300,-3.91731330e-03
20.0400,2.46097592e-02
20.0500,6.05868954e-02
20.0600,7.41368935e-02
20.0700,5.47378370e-02
20.0800,2.02888531e-02
20.0900,-2.93000284e-03
20.1000,-6.14557459e-03
20.1100,-4.17968101e-03
20.1200,-1.55655795e-02
20.1300,-3.82933416e-02
20.1400,-5.21687116e-02
20.1500,-4.61309138e-02
20.1600,-3.17066972e-02
20.1700,-2.57634505e-02
20.1800,-3.38653999e-02
20.1900,-4.89727619e-02
20.2000,-5.50699637e-02
20.2100,-4.47480067e-02
20.2200,-3.38165100e-02
20.2300,-4.02170905e-02
20.2400,-6.03636579e-02
20.2500,-8.20765965e-02
20.2600,-1.03241425e-01
20.2700,-1.27155278e-01
20.2800,-1.52112301e-01
20.2900,-1.67652200e-01
20.3000,-1.60926807e-01
20.3100,-1.34776108e-01
20.3200,-1.09652222e-01
20.3300,-9.69233676e-02
20.3400,-8.62897130e-02
20.3500,-6.80768785e-02
20.3600,-4.85942484e-02
20.3700,-3.61761226e-02
20.3800,-2.78520107e-02
20.3900,-1.70602290e-02
20.4000,-7.47534885e-03
20.4100,-6.95307042e-03
20.4200,-8.53933318e-03
20.4300,3.77537625e-04
20.4400,1.18591210e-02
20.4500,1.02594238e-02
20.4600,3.91020831e-03
20.4700,1.21811071e-02
20.4800,3.27187783e-02
20.4900,4.79671289e-02
20.5000,5.20910186e-02
20.5100,5.71394581e-02
20.5200,7.71493988e-02
20.5300,1.06227593e-01
20.5400,1.19781753e-01
20.5500,1.06455744e-01
20.5600,8.40026252e-02
20.5700,7.24896049e-02
20.5800,6.95521329e-02
20.5900,6.54217643e-02
20.6000,6.45701383e-02
20.6100,7.53428527e-02
20.6200,9.06700180e-02
20.6300,9.68412906e-02
20.6400,9.48766292e-02
20.6500,9.67018263e-02
20.6600,1.05228603e-01
20.6700,1.11890056e-01
20.6800,1.12617438e-01
20.6900,1.13743211e-01
20.7000,1.14086917e-01
20.7100,1.01120696e-01
20.7200,7.70865027e-02
20.7300,6.29171243e-02
20.7400,6.81326343e-02
20.7500,7.90916076e-02
20.7600,8.20942599e-02
20.7700,7.91969524e-02
20.7800,7.71260034e-02
20.7900,7.68363183e-02
20.8000,7.45953452e-02
20.8100,6.89384126e-02
20.8200,6.78944439e-02
20.8300,7.75402590e-02
20.8400,8.76370175e-02
20.8500,8.78431017e-02
20.8600,8.20587734e-02
20.8700,7.26044936e-02
20.8800,5.69158320e-02
20.8900,4.17599829e-02
20.9000,3.53646695e-02
20.9100,3.58539213e-02
20.9200,3.92657689e-02
20.9300,4.52755291e-02
20.9400,5.46361898e-02
20.9500,6.52562539e-02
20.9600,6.93585045e-02
20.9700,6.14573475e-02
20.9800,4.76532385e-02
20.9900,3.84680885e-02
21.0000,3.54477461e-02
21.0100,3.10161232e-02
21.0200,2.18813886e-02
21.0300,1.58038571e-02
21.0400,1.97327265e-02
21.0500,2.75604261e-02
21.0600,3.04168706e-02
21.0700,3.22281295e-02
21.0800,3.87988232e-02
21.0900,4.36402595e-02
21.1000,3.74384574e-02
21.1100,2.01971163e-02
21.1200,4.90545654e-03
21.1300,1.04460153e-02
21.1400,3.91209782e-02
21.1500,6.80031339e-02
21.1600,7.58187126e-02
21.1700,6.81522852e-02
21.1800,6.48053822e-02
21.1900,7.42772755e-02
21.2000,9.05191441e-02
21.2100,1.03154809e-01
21.2200,1.05023690e-01
21.2300,9.92833517e-02
21.2400,9.53175162e-02
21.2500,9.36070648e-02
21.2600,9.00668137e-02
21.2700,8.92475363e-02
21.2800,9.38648526e-02
21.2900,9.40585616e-02
21.3000,8.12307649e-02
21.3100,6.19555650e-02
21.3200,4.75239223e-02
21.3300,3.89885734e-02
21.3400,3.54443350e-02
21.3500,3.94836659e-02
21.3600,4.35390285e-02
21.3700,3.64890321e-02
21.3800,2.32633688e-02
21.3900,1.60346279e-02
21.4000,1.58651690e-02
21.4100,1.65466491e-02
21.4200,1.89223406e-02
21.4300,3.00882490e-02
21.4400,4.72018068e-02
21.4500,5.46126398e-02
21.4600,4.57781877e-02
21.4700,3.41775185e-02
21.4800,3.17298534e-02
21.4900,3.14944893e-02
21.5000,2.00356996e-02
21.5100,-5.55201126e-03
21.5200,-3.42550941e-02
21.5300,-4.67593229e-02
21.5400,-3.28458071e-02
21.5500,-8.17402953e-03
21.5600,-7.73554210e-04
21.5700,-1.85339657e-02
21.5800,-4.30145887e-02
21.5900,-5.39165473e-02
21.6000,-4.69875331e-02
21.6100,-3.20368079e-02
21.6200,-2.06713973e-02
21.6300,-1.77356393e-02
21.6400,-2.55013907e-02
21.6500,-4.27885860e-02
21.6600,-5.75046308e-02
21.6700,-5.84032392e-02
21.6800,-5.18983205e-02
21.6900,-5.02499530e-02
21.7000,-5.29971053e-02
21.7100,-5.43109208e-02
21.7200,-5.53554804e-02
21.7300,-6.07249649e-02
21.7400,-6.67065702e-02
21.7500,-5.92399517e-02
21.7600,-3.35445023e-02
21.7700,-2.44925556e-03
21.7800,2.17353854e-02
21.7900,3.32727254e-02
21.8000,3.22160920e-02
21.8100,3.00176836e-02
21.8200,3.39881710e-02
21.8300,3.39926781e-02
21.8400,2.39611250e-02
21.8500,1.46719837e-02
21.8600,1.52931723e-02
21.8700,2.12724687e-02
21.8800,2.44370780e-02
21.8900,2.52989883e-02
21.9000,2.67969684e-02
21.9100,2.36152481e-02
21.9200,1.10128432e-02
21.9300,-4.13464409e-03
21.9400,-1.15255618e-02
21.9500,-8.54618974e-03
21.9600,9.04669528e-04
21.9700,8.45620028e-03
21.9800,7.02564639e-03
21.9900,-8.26876267e-04
22.0000,-1.05289312e-02
22.0100,-1.81595081e-02
22.0200,-1.34619413e-02
22.0300,6.59648760e-03
22.0400,2.90284840e-02
22.0500,4.28341484e-02
22.0600,4.94214222e-02
22.0700,5.56641298e-02
22.0800,6.77534616e-02
22.0900,8.41263730e-02
22.1000,9.27528410e-02
22.1100,8.87841185e-02
22.1200,8.16642987e-02
22.1300,6.99259360e-02
22.1400,3.98072788e-02
22.1500,-1.60444293e-03
22.1600,-2.68233483e-02
22.1700,-2.40557404e-02
22.1800,-1.01923435e-02
22.1900,-1.01453755e-02
22.2000,-3.50121017e-02
22.2100,-7.49192577e-02
22.2200,-1.04273366e-01
22.2300,-1.02651421e-01
22.2400,-7.61472966e-02
22.2500,-4.88059419e-02
22.2600,-3.29239835e-02
22.2700,-1.89900539e-02
22.2800,2.35032611e-03
22.2900,2.27953396e-02
22.3000,2.80906050e-02
22.3100,1.49385948e-02
22.3200,-6.55872956e-03
22.3300,-2.07610767e-02
22.3400,-1.83715383e-02
22.3500,-3.32780111e-03
22.3600,1.26896012e-02
22.3700,2.21220091e-02
22.3800,2.39232661e-02
22.3900,1.63122472e-02
22.4000,-2.80650898e-03
22.4100,-2.73447534e-02
22.4200,-4.01138845e-02
22.4300,-2.45103683e-02
22.4400,1.25098977e-02
22.4500,4.01392751e-02
22.4600,3.67855091e-02
22.4700,7.90653177e-03
22.4800,-2.85863996e-02
22.4900,-5.99659275e-02
22.5000,-8.50237171e-02
22.5100,-1.02802416e-01
22.5200,-9.81381858e-02
22.5300,-5.92098130e-02
22.5400,-6.71851261e-03
22.5500,2.15097937e-02
22.5600,1.41772208e-02
22.5700,-6.04182281e-03
22.5800,-1.61002800e-02
22.5900,-1.59466521e-02
22.6000,-1.55550504e-02
22.6100,-1.70294642e-02
22.6200,-1.77876706e-02
22.6300,-1.48617328e-02
22.6400,-4.22949010e-03
22.6500,1.17524395e-02
22.6600,1.85205477e-02
22.6700,9.10577073e-04
22.6800,-3.34483776e-02
22.6900,-5.46673057e-02
22.7000,-4.89621048e-02
22.7100,-3.72702182e-02
22.7200,-4.07016917e-02
22.7300,-5.23544648e-02
22.7400,-5.27598468e-02
22.7500,-3.30324170e-02
22.7600,-2.95453276e-03
22.7700,1.64592510e-02
22.7800,1.46087980e-02
22.7900,-4.13427729e-04
22.8000,-1.54748982e-02
22.8100,-1.89108184e-02
22.8200,-8.04162460e-04
22.8300,3.73678685e-02
22.8400,7.74723199e-02
22.8500,9.81070770e-02
22.8600,9.46995431e-02
22.8700,8.06587718e-02
22.8800,6.76537926e-02
22.8900,5.62740692e-02
22.9000,4.60401782e-02
22.9100,3.66051695e-02
22.9200,2.16228267e-02
22.9300,-2.27820728e-03
22.9400,-2.50397384e-02
22.9500,-3.11838949e-02
22.9600,-1.76948784e-02
22.9700,8.76505510e-04
22.9800,7.47500345e-03
22.9900,-3.08843107e-03
23.0000,-2.47277759e-02
23.0100,-4.44763233e-02
23.0200,-4.81226549e-02
23.0300,-3.20162030e-02
23.0400,-5.98830113e-03
23.0500,1.90449916e-02
23.0600,3.93726800e-02
23.0700,5.37327207e-02
23.0800,5.86663594e-02
23.0900,5.37757957e-02
23.1000,4.66079169e-02
23.1100,4.53650697e-02
23.1200,5.03661804e-02
23.1300,5.61945280e-02
23.1400,5.70730632e-02
23.1500,5.09996452e-02
23.1600,4.14209951e-02
23.1700,3.10413547e-02
23.1800,1.68748001e-02
23.1900,-1.96330532e-03
23.2000,-1.70539433e-02
23.2100,-2.03059415e-02
23.2200,-1.46084622e-02
23.2300,-7.49949155e-03
23.2400,-4.78447171e-03
23.2500,-1.41953586e-02
23.2600,-3.79975239e-02
23.2700,-6.23852226e-02
23.2800,-7.45576333e-02
23.2900,-8.16844604e-02
23.3000,-9.67443240e-02
23.3100,-1.17737452e-01
23.3200,-1.29752690e-01
23.3300,-1.25079880e-01
23.3400,-1.14538275e-01
23.3500,-1.13000845e-01
23.3600,-1.20806851e-01
23.3700,-1.21095134e-01
23.3800,-9.62891621e-02
23.3900,-5.18883509e-02
23.4000,-1.57109535e-02
23.4100,-7.90235223e-03
23.4200,-1.50335752e-02
23.4300,-5.69515038e-03
23.4400,2.36148849e-02
23.4500,4.45389485e-02
23.4600,4.36267577e-02
23.4700,3.68168160e-02
23.4800,3.75765644e-02
23.4900,4.38620277e-02
23.5000,5.28099384e-02
23.5100,6.65238912e-02
23.5200,8.48765959e-02
23.5300,1.01746569e-01
23.5400,1.08410980e-01
23.5500,9.99792622e-02
23.5600,8.29427015e-02
23.5700,7.37726456e-02
23.5800,8.14835986e-02
23.5900,9.36745172e-02
23.6000,8.96661590e-02
23.6100,6.68412820e-02
23.6200,4.25646978e-02
23.6300,3.04595106e-02
23.6400,2.50163976e-02
23.6500,1.02988235e-02
23.6600,-1.98535554e-02
23.6700,-5.34650523e-02
23.6800,-7.38211907e-02
23.6900,-7.68435487e-02
23.7000,-7.36065438e-02
23.7100,-7.63522369e-02
23.7200,-8.18531352e-02
23.7300,-7.65451901e-02
23.7400,-5.93885207e-02
23.7500,-4.43595168e-02
23.7600,-4.02080514e-02
23.7700,-4.37261278e-02
23.7800,-4.84562978e-02
23.7900,-5.01015850e-02
23.8000,-4.95649468e-02
23.8100,-5.01478530e-02
23.8200,-5.04201553e-02
23.8300,-4.78035903e-02
23.8400,-4.42682945e-02
23.8500,-4.12978132e-02
23.8600,-3.83851940e-02
23.8700,-3.81951083e-02
23.8800,-4.28891378e-02
23.8900,-4.85765049e-02
23.9000,-5.03086056e-02
23.9100,-4.81351494e-02
23.9200,-4.62232557e-02
23.9300,-4.76628724e-02
23.9400,-4.85831349e-02
23.9500,-3.84539555e-02
23.9600,-1.19248943e-02
23.9700,1.98790761e-02
23.9800,4.00580325e-02
23.9900,4.75166102e-02
24.0000,5.35479501e-02
24.0100,5.90198965e-02
24.0200,5.13981328e-02
24.0300,2.71300239e-02
24.0400,3.28578717e-03
24.0500,-4.90605474e-03
24.0600,-7.65036820e-03
24.0700,-2.34222369e-02
24.0800,-4.83325770e-02
24.0900,-6.38678009e-02
24.1000,-6.45721082e-02
24.1100,-5.83391218e-02
24.1200,-5.10447053e-02
24.1300,-4.39040974e-02
24.1400,-3.65645762e-02
24.1500,-3.06291888e-02
24.1600,-3.08560352e-02
24.1700,-3.72738767e-02
24.1800,-4.28806351e-02
24.1900,-4.26146749e-02
24.2000,-3.78165829e-02
24.2100,-3.57293893e-02
24.2200,-4.54466799e-02
24.2300,-6.48431742e-02
24.2400,-7.77056678e-02
24.2500,-7.25960694e-02
24.2600,-5.48176424e-02
24.2700,-3.84355311e-02
24.2800,-3.56555490e-02
24.2900,-4.94660196e-02
24.3000,-6.87027493e-02
24.3100,-7.40215379e-02
24.3200,-5.74281920e-02
24.3300,-3.17419798e-02
24.3400,-1.16676981e-02
24.3500,2.47741030e-03
24.3600,1.45573434e-02
24.3700,2.19706744e-02
24.3800,2.08650190e-02
24.3900,1.50881699e-02
24.4000,1.47197448e-02
24.4100,2.24801599e-02
24.4200,3.07688566e-02
24.4300,3.78099245e-02
24.4400,5.13861542e-02
24.4500,7.05098575e-02
24.4600,8.07353662e-02
24.4700,7.51291998e-02
24.4800,6.50636246e-02
24.4900,6.32396077e-02
24.5000,6.79347103e-02
24.5100,6.99163306e-02
24.5200,6.72312014e-02
24.5300,6.55554722e-02
24.5400,6.38571961e-02
24.5500,5.22097809e-02
24.5600,2.97598563e-02
24.5700,8.74947839e-03
24.5800,-3.64338948e-03
24.5900,-1.19004148e-02
24.6000,-2.06860155e-02
24.6100,-2.84392999e-02
24.6200,-2.99778442e-02
24.6300,-2.14101243e-02
24.6400,-8.07788861e-03
24.6500,-2.83955809e-03
24.6600,-8.01303021e-03
24.6700,-1.15805151e-02
24.6800,-9.03849170e-03
24.6900,-1.08516117e-02
24.7000,-2.21318188e-02
24.7100,-3.37557467e-02
24.7200,-3.95197527e-02
24.7300,-4.43389058e-02
24.7400,-5.12413954e-02
24.7500,-5.75182435e-02
24.7600,-6.26526424e-02
24.7700,-6.81652079e-02
24.7800,-7.42835789e-02
24.7900,-7.83666991e-02
24.8000,-7.37625297e-02
24.8100,-5.69711313e-02
24.8200,-3.54462243e-02
24.8300,-1.83979847e-02
24.8400,-5.65220476e-03
24.8500,4.52561002e-03
24.8600,9.08684718e-03
24.8700,9.58832354e-03
24.8800,1.39301272e-02
24.8900,2.47290986e-02
24.9000,3.71168747e-02
24.9100,4.82316304e-02
24.9200,5.91817189e-02
24.9300,6.80368314e-02
24.9400,6.88425586e-02
24.9500,5.97356076e-02
24.9600,4.66763451e-02
24.9700,3.59966568e-02
24.9800,2.98302274e-02
24.9900,2.74791363e-02
25.0000,2.28267648e-02
25.0100,1.10506972e-02
25.0200,1.43391736e-03
25.0300,5.30521218e-03
25.0400,1.53897651e-02
25.0500,1.52539932e-02
25.0600,2.44679547e-03
25.0700,-9.35532102e-03
25.0800,-6.37221778e-03
25.0900,9.76227345e-03
25.1000,2.31933672e-02
25.1100,2.29208159e-02
25.1200,1.26940239e-02
25.1300,1.33690905e-03
25.1400,-6.94233892e-03
25.1500,-1.32876385e-02
25.1600,-2.07113043e-02
25.1700,-3.07035996e-02
25.1800,-4.04110407e-02
25.1900,-4.20594038e-02
25.2000,-3.15121396e-02
25.2100,-1.72264256e-02
25.2200,-1.06610931e-02
25.2300,-1.32689931e-02
25.2400,-2.05157715e-02
25.2500,-2.55391349e-02
25.2600,-1.97978385e-02
25.2700,-4.92347781e-03
25.2800,7.38867504e-03
25.2900,1.37206482e-02
25.3000,1.95373222e-02
25.3100,2.54991749e-02
25.3200,2.78283441e-02
25.3300,2.51488043e-02
25.3400,1.87581596e-02
25.3500,1.10501614e-02
25.3600,4.90024021e-03
25.3700,2.96328991e-03
25.3800,6.64235033e-03
25.3900,1.39172824e-02
25.4000,1.95164623e-02
25.4100,2.03521543e-02
25.4200,1.88073769e-02
25.4300,1.84572266e-02
25.4400,1.82425996e-02
25.4500,1.26987229e-02
25.4600,1.52604181e-03
25.4700,-3.76109476e-03
25.4800,6.67487166e-03
25.4900,2.45188818e-02
25.5000,3.19208631e-02
25.5100,2.26470295e-02
25.5200,7.52574148e-03
25.5300,2.00277061e-03
25.5400,1.13870060e-02
25.5500,2.67634237e-02
25.5600,3.29716938e-02
25.5700,2.28068844e-02
25.5800,7.67181158e-03
25.5900,8.60864089e-03
25.6000,3.12332188e-02
25.6100,5.70256603e-02
25.6200,6.63610804e-02
25.6300,6.39149443e-02
25.6400,6.81407047e-02
25.6500,8.08755963e-02
25.6600,8.80803457e-02
25.6700,8.51954204e-02
25.6800,7.95914256e-02
25.6900,7.26301660e-02
25.7000,5.89751601e-02
25.7100,4.13376525e-02
25.7200,3.03598479e-02
25.7300,2.92805731e-02
25.7400,2.91702866e-02
25.7500,2.31000174e-02
25.7600,1.63596060e-02
25.7700,1.58956944e-02
25.7800,1.78568918e-02
25.7900,1.37105462e-02
25.8000,2.74185018e-03
25.8100,-8.77604795e-03
25.8200,-1.62630578e-02
25.8300,-2.08321393e-02
25.8400,-2.79734707e-02
25.8500,-3.98137445e-02
25.8600,-5.12222589e-02
25.8700,-5.94646442e-02
25.8800,-6.60870657e-02
25.8900,-6.84532663e-02
25.9000,-6.46427667e-02
25.9100,-6.06619451e-02
25.9200,-6.10662374e-02
25.9300,-5.99089628e-02
25.9400,-4.98741379e-02
25.9500,-3.39201369e-02
25.9600,-2.11342445e-02
25.9700,-1.81683130e-02
25.9800,-2.63181833e-02
25.9900,-3.92284404e-02
26.0000,-4.58386006e-02
26.0100,-4.07324752e-02
26.0200,-2.91705719e-02
26.0300,-2.05711826e-02
26.0400,-2.01370276e-02
26.0500,-2.72136882e-02
26.0600,-3.56817981e-02
26.0700,-3.69175941e-02
26.0800,-3.01381717e-02
26.0900,-2.52251516e-02
26.1000,-2.95771598e-02
26.1100,-3.91122792e-02
26.1200,-4.45862630e-02
26.1300,-4.08815314e-02
26.1400,-2.99125350e-02
26.1500,-1.77828301e-02
26.1600,-8.40635739e-03
26.1700,1.05805265e-03
26.1800,1.50213365e-02
26.1900,3.00994927e-02
26.2000,3.80537152e-02
26.2100,3.86981888e-02
26.2200,4.13945115e-02
26.2300,5.05380804e-02
26.2400,5.94174177e-02
26.2500,6.28673500e-02
26.2600,6.54828038e-02
26.2700,7.19924185e-02
26.2800,7.63899970e-02
26.2900,6.93974100e-02
26.3000,5.45705183e-02
26.3100,4.51622500e-02
26.3200,4.56557187e-02
26.3300,4.86066141e-02
26.3400,4.87029826e-02
26.3500,4.89883055e-02
26.3600,5.35867061e-02
26.3700,6.03550419e-02
26.3800,6.12665034e-02
26.3900,5.18675215e-02
26.4000,3.98112363e-02
26.4100,3.64323251e-02
26.4200,4.07132713e-02
26.4300,4.01665800e-02
26.4400,2.68392081e-02
26.4500,6.77258303e-03
26.4600,-7.98712840e-03
26.4700,-1.31660583e-02
26.4800,-1.37074553e-02
26.4900,-1.61971357e-02
26.5000,-2.29442969e-02
26.5100,-2.92519165e-02
26.5200,-2.82213766e-02
26.5300,-1.89691171e-02
26.5400,-7.16726978e-03
26.5500,2.31846140e-04
26.5600,5.25727180e-04
26.5700,-2.03765865e-03
26.5800,-1.30880795e-04
26.5900,7.92138104e-03
26.6000,1.51287914e-02
26.6100,1.39429898e-02
26.6200,3.81950847e-03
26.6300,-8.84655525e-03
26.6400,-1.40597149e-02
26.6500,-6.18457612e-03
26.6600,7.57241866e-03
26.6700,1.39421429e-02
26.6800,1.11698641e-02
26.6900,9.44410910e-03
26.7000,1.42206527e-02
26.7100,2.03715330e-02
26.7200,1.95660852e-02
26.7300,6.79955047e-03
26.7400,-1.46190514e-02
26.7500,-3.38292303e-02
26.7600,-4.36901824e-02
26.7700,-4.65431100e-02
26.7800,-4.55864875e-02
26.7900,-3.93804149e-02
26.8000,-2.75215050e-02
26.8100,-1.46737170e-02
26.8200,-5.47432285e-03
26.8300,1.42419068e-03
26.8400,8.75790931e-03
26.8500,1.30151948e-02
26.8600,9.45120967e-03
26.8700,8.17141220e-04
26.8800,-5.97750584e-03
26.8900,-6.90279697e-03
26.9000,-1.89292059e-03
26.9100,5.50171580e-03
26.9200,1.20085095e-02
26.9300,1.92231571e-02
26.9400,2.61209496e-02
26.9500,2.31230835e-02
26.9600,5.99592904e-03
26.9700,-1.46296722e-02
26.9800,-2.79901644e-02
26.9900,-3.39993322e-02
27.0000,-3.48333743e-02
27.0100,-3.00853398e-02
27.0200,-2.14741923e-02
27.0300,-1.40270229e-02
27.0400,-1.19107752e-02
27.0500,-1.36872290e-02
27.0600,-1.30905208e-02
27.0700,-6.64236060e-03
27.0800,2.28694954e-03
27.0900,9.44045994e-03
27.1000,1.48864888e-02
27.1100,1.98825072e-02
27.1200,2.54495062e-02
27.1300,3.31567470e-02
27.1400,3.99145559e-02
27.1500,3.73070554e-02
27.1600,2.32526488e-02
27.1700,6.93014163e-03
27.1800,-4.45930410e-03
27.1900,-1.31360328e-02
27.2000,-1.98278438e-02
27.2100,-2.04843293e-02
27.2200,-1.55654613e-02
27.2300,-8.34610622e-03
27.2400,6.31463486e-04
27.2500,1.00606233e-02
27.2600,1.83698287e-02
27.2700,2.67995302e-02
27.2800,3.51138504e-02
27.2900,3.89200776e-02
27.3000,3.57386723e-02
27.3100,2.90894660e-02
27.3200,2.25700792e-02
27.3300,1.61842077e-02
27.3400,1.06225847e-02
27.3500,7.31678800e-03
27.3600,4.76613250e-03
27.3700,1.33691753e-03
27.3800,-7.40229587e-04
27.3900,1.10618584e-03
27.4000,5.08267710e-03
27.4100,7.68428787e-03
27.4200,8.22501872e-03
27.4300,7.28133184e-03
27.4400,5.10464788e-03
27.4500,4.13674547e-03
27.4600,7.10957263e-03
27.4700,1.07797911e-02
27.4800,8.07215618e-03
27.4900,-1.75857399e-03
27.5000,-1.24184805e-02
27.5100,-1.99144733e-02
27.5200,-2.47690087e-02
27.5300,-2.58749878e-02
27.5400,-1.97438582e-02
27.5500,-7.65193328e-03
27.5600,2.68787562e-03
27.5700,5.30058227e-03
27.5800,2.55602868e-03
27.5900,7.74434286e-04
27.6000,-3.02265108e-04
27.6100,-5.49988454e-03
27.6200,-1.14983010e-02
27.6300,-9.26151358e-03
27.6400,3.35787688e-04
27.6500,5.42715537e-03
27.6600,-1.59586361e-04
27.6700,-8.90166450e-03
27.6800,-1.04332320e-02
27.6900,-2.66581087e-03
27.7000,9.42282597e-03
27.7100,2.15043903e-02
27.7200,3.15076007e-02
27.7300,3.63127391e-02
27.7400,3.42010875e-02
27.7500,2.80139315e-02
27.7600,2.36339650e-02
27.7700,2.59575070e-02
27.7800,3.19184293e-02
27.7900,3.28922801e-02
27.8000,2.86258130e-02
27.8100,2.63137246e-02
27.8200,2.77015673e-02
27.8300,3.02111877e-02
27.8400,3.18418845e-02
27.8500,3.06785058e-02
27.8600,2.80015547e-02
27.8700,2.56464721e-02
27.8800,2.21289368e-02
27.8900,2.01194545e-02
27.9000,2.50366737e-02
27.9100,3.23202737e-02
27.9200,3.21780454e-02
27.9300,2.51058346e-02
27.9400,1.90673065e-02
27.9500,1.73268193e-02
27.9600,1.86651035e-02
27.9700,2.22946848e-02
27.9800,2.78132300e-02
27.9900,3.38945854e-02
28.0000,3.70735305e-02
28.0100,3.39013578e-02
28.0200,2.61178002e-02
28.0300,1.91998426e-02
28.0400,1.52092048e-02
28.0500,1.21943733e-02
28.0600,9.01171558e-03
28.0700,5.20151856e-03
28.0800,-8.47627047e-04
28.0900,-9.01236556e-03
28.1000,-1.57119157e-02
28.1100,-1.86532209e-02
28.1200,-1.97569027e-02
28.1300,-2.07849670e-02
28.1400,-2.15520546e-02
28.1500,-2.32972864e-02
28.1600,-2.72504467e-02
28.1700,-3.09062130e-02
28.1800,-3.17212796e-02
28.1900,-3.20835394e-02
28.2000,-3.55664173e-02
28.2100,-4.08211795e-02
28.2200,-4.41239226e-02
28.2300,-4.47860704e-02
28.2400,-4.38273330e-02
28.2500,-4.25393368e-02
28.2600,-4.29191203e-02
28.2700,-4.39887201e-02
28.2800,-4.21567671e-02
28.2900,-3.84429533e-02
28.3000,-3.77664623e-02
28.3100,-4.00165180e-02
28.3200,-3.99083306e-02
28.3300,-3.56300974e-02
28.3400,-3.17734842e-02
28.3500,-3.35210480e-02
28.3600,-3.90067965e-02
28.3700,-4.05691439e-02
28.3800,-3.62014619e-02
28.3900,-3.30931595e-02
28.4000,-3.72208214e-02
28.4100,-4.59783860e-02
28.4200,-5.19504680e-02
28.4300,-5.02049389e-02
28.4400,-4.16135550e-02
28.4500,-3.10441005e-02
28.4600,-2.33485935e-02
28.4700,-2.07790274e-02
28.4800,-2.32394575e-02
28.4900,-2.86465988e-02
28.5000,-3.28584048e-02
28.5100,-3.13465523e-02
28.5200,-2.20361303e-02
28.5300,-7.86764594e-03
28.5400,5.18054500e-03
28.5500,1.48411355e-02
28.5600,2.28046887e-02
28.5700,2.74535058e-02
28.5800,2.38876809e-02
28.5900,1.22022000e-02
28.6000,-3.79766062e-04
28.6100,-7.35012661e-03
28.6200,-9.45652993e-03
28.6300,-1.18419910e-02
28.6400,-1.76627707e-02
28.6500,-2.61123706e-02
28.6600,-3.43903964e-02
28.6700,-4.00478371e-02
28.6800,-4.27328332e-02
28.6900,-4.41940547e-02
28.7000,-4.48862729e-02
28.7100,-4.16914298e-02
28.7200,-3.10074304e-02
28.7300,-1.38483929e-02
28.7400,2.31851364e-03
28.7500,9.78854923e-03
28.7600,8.77815271e-03
28.7700,5.69236477e-03
28.7800,5.08911743e-03
28.7900,6.10900746e-03
28.8000,7.74591908e-03
28.8100,1.32680711e-02
28.8200,2.30336608e-02
28.8300,2.95300887e-02
